nwis_02336526,PROCTOR CREEK AT JACKSON PARKWAY, AT ATLANTA, GA,USGS (Powell Center),33.7943,-84.4744,4269,3285608,03W,2,293.293879852439,21,6.90372,NWIS field measurements,40.7646,NHDV2_vaa,145.643233334289,1.04288243383732,-237.677027351608,-1.32004713726184,13.4356322552144,4.58945225103059,0.4,0.41,0.27,0.14,0.86,132.021336362245,0.722,-0.65,-0.32,-0.23,0.15,0.85,315.767828967507,0.476,16.71,0.25,-0.06,-0.02,1.33,196.271361885842,0.855,0.45,0.63,0.65,0.51,0.15,58.0735205158547,0.137,36.78,0.23,0.02,0.05,1.16,174.743669735476,0.35,1.94,0.34,0.02,-0.12,1.39,186.906143180433,0.893,707.859595959596,2528,9,0.77
nwis_02336728,UTOY CREEK AT GREAT SOUTHWEST PKWY NR ATLANTA, GA,USGS (Powell Center),33.7434,-84.5683,4269,3285770,03W,3,302.5283793106,11.2,9.7536,NWIS field measurements,90.4554,NHDV2_vaa,104.177052512646,0.698446293098458,-318.594930102806,-1.56799760514514,13.5473618131416,9.26616721009028,0.29,0.41,0.22,0.08,0.91,162.692413379871,0.704,-0.87,-0.25,-0.18,0.18,0.49,340.632130067424,0.665,16.76,0.24,-0.06,-0.02,1.34,196.889316644172,0.872,0.76,0.55,0.55,0.44,0.28,59.7653905869482,0.845,37.07,0.23,0.01,0.05,1.17,174.679238870098,0.328,0.93,0.31,0.03,-0.08,1.38,189.905266246488,0.929,494.322448979592,1824,7,0.71
nwis_02337170,CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA,USGS (Powell Center),33.6567,-84.6736,4269,3286494,03W,6,245.740702205259,15.4,72.2376,NWIS field measurements,5322.4803,NHDV2_vaa,130.87530694922,0.935109140593464,-502.304051711378,-2.71447392823223,13.5334170434736,12.0240036011943,0.36,0.44,0.37,0.25,0.5,168.23086642478,0.56,-1.37,-0.28,-0.15,0.18,0.64,9.6755805008587,0.298,17.09,0.19,-0.01,0.01,1.29,203.037067190702,0.896,76.46,0.36,0.45,0.21,0.44,70.1099918807333,0.791,37.03,0.23,0.02,0.05,1.17,174.515389232155,0.334,2.14,0.36,0.12,-0.04,1.36,183.465017139954,0.948,710.55,1433,6,0.65
nwis_02344630,LINE CREEK BLW LAKE MCINTOSH, NR PEACHTREE CITY,GA,USGS (Powell Center),33.3576,-84.5824,4269,6415508,03W,4,125.771140558983,21,7.9248,NWIS field measurements,190.4679,NHDV2_vaa,32.4620927759082,0.299181654413042,-203.663768477392,-1.21431983231443,13.7403218558592,4.53226417915615,0.09,0.48,0.38,0.22,0.88,173.709083889383,0.51,-0.56,-0.35,-0.09,0.11,0.72,67.9287638839662,0.457,18.6,0.25,-0.06,-0.08,1.39,204.471674560082,0.824,1.47,0.62,0.56,0.31,0.72,56.4341991424082,0.595,37.64,0.22,0.06,0.06,1.14,177.709097456707,0.329,2.68,0.4,0.02,-0.23,1.35,191.155802947705,0.884,459.5,256,1,0.7
nwis_02397530,COOSA RIVER AT STATE LINE, AL/GA,USGS (Powell Center),34.2018,-85.4475,4269,15823427,03W,7,276.48528187035,0.5,96.1644,NWIS field measurements,11303.4474,NHDV2_vaa,526.370013733591,4.93483368802128,-767.180470352999,-4.84173502662038,13.4360939798736,13.3617062031024,1.44,0.56,0.38,0.12,1.04,205.122969381637,0.684,-2.1,-0.33,-0.17,0.2,0.1,358.687385858881,0.824,19.25,0.24,0.01,-0.02,1.37,209.587191413388,0.919,174.98,0.48,0.44,0.27,0.71,37.7183682110637,0.947,36.78,0.24,0.02,0.04,1.18,180.086965001577,0.364,1.19,0.34,0.1,-0.1,1.39,186.136122446927,0.877,622.272727272727,806,3,0.74
nwis_03034000,Mahoning Creek at Punxsutawney, PA,USGS (Powell Center),40.9392,-79.0084,4269,4741709,05,4,172.184810192886,22,30.14472,NWIS field measurements,409.9527,NHDV2_vaa,231.265972441777,1.5155309386493,-294.470482534318,-1.97279891654874,11.3344636534416,6.71740505513075,0.63,0.36,0.22,0.12,1.08,171.090109170367,0.626,-0.8,-0.29,-0.26,0.17,1.08,326.527260842249,0.645,14.64,0.21,0.16,0.01,1.26,218.153804399036,0.833,5.1,0.33,0.07,0.09,0.96,49.6628625046879,0.756,30.97,0.28,0.05,0.01,1.2,180.54339687736,0.267,2.2,0.46,0.23,-0.13,1.29,205.412283473653,0.923,905.2,220,1,0.6
nwis_03061000,WEST FORK RIVER AT ENTERPRISE, WV,USGS (Powell Center),39.4223,-80.2759,4269,3715602,05,5,356.95090898308,16,41.148,NWIS field measurements,1961.4141,NHDV2_vaa,219.820108304476,1.69590727761798,-294.107474407727,-1.64194673964804,11.7639996066432,9.30882981097343,0.6,0.46,0.31,0.16,0.46,153.185968257423,0.698,-0.8,-0.28,-0.11,0.19,0.8,7.9136294574643,0.365,14.62,0.33,-0.01,-0.04,1.36,207.074706761738,0.863,31.2,0.51,0.4,0.22,0.62,60.542354877533,0.62,32.14,0.28,0.03,0.01,1.2,181.973051499231,0.224,0.98,0.32,0.09,-0.08,1.39,187.178732507004,0.836,679.4,302,1,0.83
nwis_03067510,SHAVERS FORK NR CHEAT BRIDGE, WV,USGS (Powell Center),38.6171,-79.8698,4269,3777215,05,3,349.047621824122,21,26.8224,NWIS field measurements,159.7824,NHDV2_vaa,67.2245648175717,0.505355770664376,-121.612837649967,-0.71658611363358,11.7433751258376,6.94510513374559,0.18,0.45,0.25,0.06,1.17,187.018386846982,0.574,-0.33,-0.32,-0.11,0.11,0.46,27.7401371599777,0.786,10.15,0.42,0.07,-0.04,1.33,203.874365054705,0.853,6.03,0.54,0.42,0.21,0.68,47.5388289166927,0.54,32.14,0.25,0,-0.02,1.19,173.932092440851,0.202,2.36,0.49,0.29,-0.1,1.26,200.911411467992,0.936,1000.21666666667,1649,6,0.75
nwis_03183500,GREENBRIER RIVER AT ALDERSON, WV,USGS (Powell Center),37.7243,-80.6415,4269,12107522,05,5,269.670134158905,1.00000000000001,99.3648,NWIS field measurements,3297.8241,NHDV2_vaa,261.749180778001,1.5821605471888,-286.561964710715,-1.79478960580845,11.7800307724995,11.6719051137253,0.72,0.39,0.21,0.13,0.82,192.927339626682,0.856,-0.78,-0.38,-0.18,0.14,0.63,30.658340022367,0.854,13.63,0.37,0,-0.04,1.36,202.820184226106,0.898,56.43,0.62,0.5,0.29,0.61,71.3388392535464,0.717,32.25,0.26,0.02,0.01,1.18,174.907512410668,0.266,1.95,0.42,0.25,-0.03,1.25,186.219332358474,0.967,924.8625,2489,8,0.85
nwis_03219500,Scioto River near Prospect OH,USGS (Powell Center),40.4195,-83.1971,4269,5215353,05,5,226.030415923131,7.60000000000001,37.6428,NWIS field measurements,1467.972,NHDV2_vaa,310.512075169926,2.39978296615521,-670.625146166495,-3.4539954517194,11.6796025081008,10.5999422449221,0.85,0.4,0.34,0.14,0.81,201.51968345124,0.68,-1.83,-0.19,-0.32,0.2,0.58,29.2040471349616,0.509,15.05,0.28,0.06,-0.01,1.3,205.4875920075,0.865,7.84,0.49,0.23,0.04,0.97,70.7688467891299,0.788,31.91,0.28,0.05,0,1.21,179.491014108504,0.251,0.92,0.48,0.45,0.12,1.17,205.100493224383,0.866,508.8,220,1,0.6
nwis_03228300,Big Walnut Creek at Sunbury OH,USGS (Powell Center),40.2362,-82.8513,4269,5213097,05,4,226.979806217105,23,14.0208,NWIS field measurements,262.1826,NHDV2_vaa,418.846798026297,2.90152779136006,-694.013415896225,-4.66817170460101,11.501017284078,6.31033187812117,1.15,0.42,0.18,0.04,1,82.3622162999558,0.703,-1.9,-0.42,-0.27,0.09,0.75,268.450408651442,0.722,13.48,0.29,0.03,-0.02,1.31,198.787943740244,0.88,2.13,0.67,0.58,0.42,0.35,78.2633512209443,0.374,31.47,0.28,0.05,0.01,1.18,176.144596695255,0.287,1.1,0.38,0.19,-0.06,1.34,197.647757611162,0.931,661.7,456,2,0.62
nwis_03292470,HARRODS CREEK AT HIGHWAY 329 NR GOSHEN, KY.,USGS (Powell Center),38.3617,-85.575,4269,10163598,05,3,195.546861839887,23,19.812,NWIS field measurements,186.6744,NHDV2_vaa,213.324079992868,1.63498261094318,-305.200833833393,-1.68781483380653,12.3503911816572,6.83672954573378,0.58,0.37,0.31,0.19,0.89,120.559408231926,0.609,-0.84,-0.28,-0.18,0.11,0.65,324.861563236227,0.62,14.68,0.33,-0.03,-0.04,1.37,201.871251489039,0.877,3.92,0.62,0.53,0.33,0.43,42.1734184966409,0.475,33.79,0.26,0.03,0.02,1.2,179.610009055254,0.235,1.37,0.38,0.15,-0.08,1.36,195.568184779468,0.889,691.8,465,2,0.64
nwis_03292474,GOOSE CREEK AT OLD WESTPORT RD NR ST MATTHEWS, KY,USGS (Powell Center),38.2759,-85.6061,4269,10163710,05,1,311.063506403454,12,5.7912,NWIS field measurements,29.5047,NHDV2_vaa,272.956141761546,2.6008395962552,-470.097545322517,-2.30231890222409,12.4527511948392,6.31444064621968,0.75,0.55,0.38,0.19,1.04,103.578577782815,0.574,-1.28,-0.24,-0.15,0.15,0.14,276.661244469328,0.558,14.79,0.26,-0.07,-0.01,1.33,204.260497492055,0.827,0.19,0.61,0.45,0.23,0.55,89.6119774255845,0.487,34.02,0.25,0.03,0.02,1.2,182.11491432251,0.266,1.16,0.33,0.1,-0.08,1.38,185.916159056434,0.82,669.4,289,1,0.79
nwis_03292475,GOOSE CREEK AT US HWY 42 NEAR GLENVIEW ACRES, KY,USGS (Powell Center),38.3034,-85.628,4269,10163710,05,1,311.063506403454,24,10.0584,NWIS field measurements,29.5047,NHDV2_vaa,341.504554993395,3.41991968747998,-739.864047999622,-3.55649396436874,11.3311498493592,3.95333914080464,0.94,0.45,0.5,0.33,0.78,101.218163080899,0.388,-2.03,-0.22,0,0.16,0.1,245.671726392563,0.399,15.73,0.2,-0.25,0.1,1.13,221.731415525709,0.799,0.46,0.38,0.39,0.35,0.14,233.575071772912,0.281,31.04,0.28,0.09,0.04,1.1,178.426045038949,0.32,2.56,0.44,0.19,-0.18,1.31,199.229022292637,0.841,647.3,220,1,0.6
nwis_03292480,LITTLE GOOSE CREEK NEAR HARRODS CREEK, KY,USGS (Powell Center),38.3126,-85.6258,4269,10163686,05,1,288.482927366968,24,5.66928,NWIS field measurements,17.0424,NHDV2_vaa,105.616534904525,1.03538345312862,-389.38391726489,-2.34487677056834,12.4379742561984,2.86003058675572,0.29,0.53,0.39,0.19,0.97,98.6477800713456,0.561,-1.06,-0.33,-0.21,0.11,0.47,12.597363954328,0.393,14.17,0.29,-0.07,0,1.32,202.179685194008,0.836,0.23,0.49,0.48,0.4,0.33,76.3148762628891,0.17,33.98,0.25,0.03,0.02,1.2,182.495212704061,0.261,2.84,0.42,0.07,-0.19,1.37,194.309905506176,0.844,565,251,1,0.69
nwis_03293000,M FK BEARGRASS CR AT OLD CANNONS LN AT LOUISVILLE,,USGS (Powell Center),38.2373,-85.6647,4269,10163884,05,2,290.067436784632,14.6,10.668,NWIS field measurements,66.2274,NHDV2_vaa,274.935108385476,2.12066806530422,-358.92544409546,-2.08161163835804,12.030625457676,7.65388409553885,0.75,0.4,0.35,0.2,0.96,95.8016359619036,0.598,-0.98,-0.28,-0.25,0.21,0.73,307.351046939454,0.495,15.84,0.24,-0.08,-0.03,1.24,208.112158095989,0.924,0.85,0.61,0.55,0.38,0.38,86.5198854488266,0.398,32.92,0.27,0.04,0.02,1.17,180.774359947763,0.279,0.98,0.32,0.03,-0.1,1.38,187.80288494381,0.917,651.975,1077,4,0.74
nwis_03293500,M FK BEARGRASS CR AT LEXINGTON RD AT LOUISVILLE,KY,USGS (Powell Center),38.2503,-85.7166,4269,10163884,05,2,290.067436784632,16.6,7.43712,NWIS field measurements,66.2274,NHDV2_vaa,141.03442607088,0.984769868733325,-390.53881221309,-2.20288940354344,12.2356054781352,4.67425402271861,0.39,0.39,0.24,0.1,1.02,108.535853494599,0.361,-1.07,-0.29,-0.27,0.16,0.76,350.196212616263,0.35,14.3,0.3,0.01,-0.07,1.36,198.511819735491,0.816,0.77,0.54,0.53,0.41,0.44,89.4087818982288,0.405,33.52,0.27,0.02,0.02,1.18,177.744859019981,0.17,1.71,0.26,-0.02,-0.04,1.39,177.306134240377,0.823,623.75,230,1,0.63
nwis_03293530,MUDDY FK AT MOCKINGBIRD VALLEY RD AT LOUISVILLE,KY,USGS (Powell Center),38.2765,-85.6936,4269,10163728,05,1,290.379305482985,14.7,5.1816,NWIS field measurements,18.9333,NHDV2_vaa,81.4762491714458,0.745670737773598,-307.101314705165,-1.55894142678961,12.3367898671668,6.93643007043521,0.22,0.52,0.43,0.21,0.94,75.389517004048,0.73,-0.84,-0.25,-0.12,0.12,0.47,47.5607890270906,0.416,14.02,0.29,-0.06,-0.01,1.32,202.597704220201,0.862,0.18,0.57,0.51,0.33,0.47,71.7097280238282,0.437,33.75,0.26,0.02,0.02,1.19,180.059061853134,0.234,0.82,0.34,0.09,-0.08,1.39,186.494984686876,0.872,589.3,556,2,0.76
nwis_03298000,FLOYDS FORK AT FISHERVILLE, KY,USGS (Powell Center),38.1884,-85.4602,4269,10264510,05,4,264.414030049782,17,17.9832,NWIS field measurements,361.08,NHDV2_vaa,252.985129714934,1.9563218773317,-362.076245597035,-2.07520682147311,12.5113292883936,8.63750436012514,0.69,0.43,0.28,0.13,1.01,114.984776956958,0.503,-0.99,-0.34,-0.14,0.05,1.04,316.448893928858,0.343,15.49,0.32,-0.06,-0.03,1.35,204.295489820585,0.863,5.94,0.64,0.55,0.37,0.43,88.4430807623569,0.565,34.18,0.26,0.03,0.02,1.21,183.071077830376,0.274,1.33,0.36,0.14,-0.11,1.37,184.995833387857,0.817,708.2,305,1,0.83
nwis_03298135,CHENOWETH RUN AT RUCKRIEGAL PARKWAY, KY,USGS (Powell Center),38.1948,-85.5572,4269,10264014,05,1,163.454096285569,10,8.8392,NWIS field measurements,30.0168,NHDV2_vaa,164.82686828635,0.945298511900791,-234.270949119891,-1.3750990130604,12.5008547295744,7.49883184045173,0.45,0.34,0.15,0.08,1.06,126.98182238696,0.237,-0.64,-0.37,-0.04,0.1,0.9,40.8949277365634,0.245,15.16,0.26,-0.04,-0.03,1.33,206.451825642322,0.809,0.25,0.65,0.61,0.42,0.31,92.0060126781498,0.085,34.16,0.25,0.03,0.02,1.2,182.56289068404,0.274,1.11,0.32,0.05,-0.11,1.4,187.680796851051,0.82,662.027272727273,332,1,0.91
nwis_03298150,CHENOWETH RUN AT GELHAUS LANE NEAR FERN CREEK, KY,USGS (Powell Center),38.1601,-85.5422,4269,10264014,05,1,163.454096285569,11.9,10.668,NWIS field measurements,30.0168,NHDV2_vaa,479.576001071738,2.95134434114527,-547.527430109803,-3.05207885534175,12.3968667376764,5.94140793364412,1.31,0.35,0.12,0.11,0.73,153.279320077309,0.651,-1.5,-0.3,-0.14,0.15,0.65,0.326566356819478,0.531,15.49,0.28,-0.07,-0.02,1.34,207.133808600311,0.844,0.47,0.54,0.53,0.46,0.31,81.8494273472908,0.24,33.92,0.26,0.02,0.02,1.19,180.12649844684,0.239,2.05,0.34,0.09,-0.1,1.38,187.443593366039,0.918,611.9,557,2,0.76
nwis_03298250,CEDAR CREEK AT THIXTON ROAD NEAR LOUISVILLE, KY,USGS (Powell Center),38.0792,-85.6161,4269,10264224,05,2,215.400748115402,15,9.03732,NWIS field measurements,35.2125,NHDV2_vaa,433.47738603312,3.49541360344435,-577.732581269515,-2.6263899560178,11.9434140940968,6.36877855566141,1.19,0.35,0.4,0.28,0.87,91.122267080408,0.559,-1.58,-0.21,-0.08,0.17,0.53,338.695211779293,0.453,14.89,0.25,-0.07,-0.01,1.33,204.519071898347,0.838,0.62,0.46,0.48,0.36,0.27,82.1343468369233,0.324,32.68,0.27,0.06,0.03,1.14,180.860503952952,0.349,1.16,0.28,0.19,-0.04,1.35,192.488741192035,0.878,695.9,614,2,0.84
nwis_03298300,PENNSLYVANIA RUN AT MT WASHINGTON RD NR LOUISVILLE,USGS (Powell Center),38.0876,-85.6425,4269,10264216,05,2,189.93202061462,22.1,8.6868,NWIS field measurements,21.7242,NHDV2_vaa,200.866253026183,1.89601013195607,-442.931969000008,-2.43934842227691,12.5358580870488,6.3110219237493,0.55,0.54,0.33,0.09,1.1,101.949001159122,0.508,-1.21,-0.28,-0.11,0.16,0.57,364.036409416497,0.582,15.26,0.3,-0.02,-0.01,1.36,197.833264345082,0.835,0.21,0.58,0.47,0.34,0.48,117.075058755599,0.26,34.25,0.25,0.03,0.02,1.2,183.235945859284,0.279,1.04,0.31,0.09,-0.08,1.39,182.230462111801,0.83,673.9,241,1,0.66
nwis_03301900,FERN CREEK AT OLD BARDSTOWN RD AT LOUISVILLE, KY,USGS (Powell Center),38.1756,-85.6152,4269,10264004,05,1,220.99872000355,17,4.572,NWIS field measurements,9.1566,NHDV2_vaa,302.40610021121,2.34891133048761,-502.364565495525,-2.66536250576852,11.9662790107056,3.46913782939189,0.83,0.41,0.39,0.28,0.71,86.7336945789315,0.674,-1.38,-0.27,-0.12,0.2,0.28,276.135070727067,0.466,14.4,0.25,-0.06,0,1.34,203.78018478905,0.831,0.15,0.59,0.56,0.43,0.15,112.790487966586,0.212,32.75,0.27,0.04,0.02,1.16,181.669996347885,0.326,1.92,0.32,0.04,-0.09,1.38,184.866003250314,0.934,597.733333333333,886,3,0.81
nwis_03302000,POND CREEK NEAR LOUISVILLE, KY,USGS (Powell Center),38.1198,-85.7958,4269,10264532,05,3,239.485577344297,8,13.04544,NWIS field measurements,166.9086,NHDV2_vaa,131.822518863645,0.914382567846582,-206.676927812854,-1.54318383293865,12.5281591019928,9.11380895752653,0.36,0.4,0.21,0.15,0.66,145.058300348622,0.17,-0.56,-0.51,-0.42,0.31,0.23,34.2112807002556,0.471,16.48,0.31,-0.05,-0.02,1.35,204.607327753911,0.837,2.61,0.54,0.46,0.3,0.3,118.750815967286,0.344,34.23,0.26,0.03,0.02,1.2,183.202115054927,0.262,1.36,0.34,0.03,-0.15,1.39,188.042134924973,0.828,636.2,253,1,0.69
nwis_03302030,POND CREEK AT PENDLETON ROAD NEAR LOUISVILLE, KY,USGS (Powell Center),38.0542,-85.8716,4269,10264270,05,3,188.765074564056,20.6,11.2014,NWIS field measurements,216.2763,NHDV2_vaa,90.126540169023,0.695934299785317,-420.726256467947,-2.62039187556032,12.5281591019928,5.98604240243611,0.25,0.41,0.29,0.19,0.69,119.236166335234,0.286,-1.15,-0.38,-0.2,0.19,0.81,89.5654761948754,0.487,15.76,0.32,-0.06,-0.02,1.35,202.876512153437,0.854,2.77,0.66,0.6,0.43,0.37,79.5335026043327,0.318,34.23,0.26,0.03,0.02,1.2,183.202115054927,0.262,1.31,0.3,0.01,-0.09,1.4,182.884191811386,0.818,723,319,1,0.87
nwis_03302050,BRIER CREEK AT PENDELTON ROAD NEAR LOUISVILLE, KY,USGS (Powell Center),38.0478,-85.8572,4269,10264274,05,1,234.684447936748,5.9,3.81,NWIS field measurements,12.7719,NHDV2_vaa,67.3229589910025,0.499237118376421,-327.552767960636,-1.59518641636154,12.5281591019928,4.99680135174301,0.18,0.46,0.25,0.09,1.13,121.69840015413,0.59,-0.89,-0.25,-0.16,0.09,0.51,9.33306003483247,0.485,14.2,0.27,-0.07,-0.03,1.35,207.407269011229,0.831,0.11,0.68,0.62,0.46,0.46,81.1424035137834,0.228,34.23,0.26,0.03,0.02,1.2,183.202115054927,0.262,2.95,0.42,0.08,-0.2,1.37,197.191649227352,0.837,547.5,293,1,0.8
nwis_03321500,GREEN RIVER AT LOCK 1 AT SPOTTSVILLE, KY,USGS (Powell Center),37.8584,-87.4097,4269,11619101,05,7,333.062160936409,0.5,139.5984,NWIS field measurements,22657.4379,NHDV2_vaa,195.042675762929,2.05499192010624,-941.555590450948,-5.56616700736125,12.5330882058648,12.4397269387746,0.53,0.49,0.48,0.3,0.85,196.904844651059,0.454,-2.58,-0.34,-0.16,0.07,0.74,22.587022966479,0.821,16.86,0.31,-0.01,-0.07,1.4,209.969885096898,0.871,358.53,0.53,0.32,0.06,1.05,61.7649829251853,0.933,34.34,0.28,0.02,0.02,1.18,180.330884066915,0.132,0.92,0.36,0.22,-0.03,1.35,198.844084032688,0.823,656.5,230,1,0.63
nwis_03346500,EMBARRAS RIVER AT LAWRENCEVILLE, IL,USGS (Powell Center),38.7236,-87.6644,4269,10339414,05,5,176.09959244589,11.7,48.6156,NWIS field measurements,6083.8605,NHDV2_vaa,368.463719283435,3.65026267345414,-784.201638141442,-4.08313671625622,12.3158446346376,10.5207652309981,1.01,0.58,0.43,0.19,0.86,210.153998848712,0.797,-2.14,-0.33,-0.26,0.1,0.78,26.2745879191567,0.764,15.75,0.34,-0.05,-0.03,1.36,204.162928059883,0.879,71.88,0.57,0.55,0.38,0.43,59.2755792511136,0.89,33.65,0.26,0.03,0.01,1.2,182.550549356161,0.253,1.06,0.35,0.13,-0.09,1.39,193.457056771733,0.824,694,238,1,0.65
nwis_03353200,EAGLE CREEK AT ZIONSVILLE, IN,USGS (Powell Center),39.9464,-86.2603,4269,18476775,05,4,212.859507672845,18,19.5072,NWIS field measurements,284.1741,NHDV2_vaa,320.313175729498,2.5544423737528,-376.827609293122,-2.04444804430053,11.8336573527883,7.75879979372522,0.88,0.43,0.28,0.16,0.65,131.963200016129,0.773,-1.03,-0.29,-0.15,0.13,0.57,296.163674350638,0.633,13.01,0.36,0,-0.05,1.35,201.742396564114,0.887,5.45,0.7,0.58,0.36,0.43,74.0457281376258,0.536,32.39,0.28,0.03,-0.01,1.22,179.405113072401,0.225,1.01,0.37,0.1,-0.1,1.38,191.949695550712,0.91,606.424705882353,1431,5,0.78
nwis_03353420,SCHOOL BRANCH AT CR750N AT BROWNSBURG, IN,USGS (Powell Center),39.8726,-86.3615,4269,18476787,05,1,143.960567597793,0.5,4.4958,NWIS field measurements,21.1194,NHDV2_vaa,181.544931806694,1.50622611437749,-261.817772804437,-1.41172137473555,11.8516600370952,11.1566087990482,0.5,0.47,0.35,0.16,0.94,112.052647961986,0.538,-0.72,-0.26,-0.14,0.13,0.6,351.751231091839,0.329,12.86,0.32,-0.03,-0.02,1.37,212.615533895799,0.82,0.16,0.58,0.56,0.4,0.18,115.128460313047,0.577,32.38,0.27,0.05,0,1.21,180.601737969297,0.252,0.94,0.48,0.46,0.12,1.14,208.670012607779,0.865,576.1,268,1,0.73
nwis_03374100,WHITE RIVER AT HAZLETON, IN,USGS (Powell Center),38.4898,-87.55,4269,18471310,05,7,243.734076946021,20,133.9596,NWIS field measurements,29069.028,NHDV2_vaa,504.008209719177,4.83028953215453,-603.569765545838,-3.54634984886714,12.3631370700642,11.6757971662085,1.38,0.57,0.35,0.1,0.92,203.758278505169,0.798,-1.65,-0.36,-0.18,0.09,0.9,363.335160309462,0.484,16.02,0.33,-0.02,-0.03,1.37,204.25645089389,0.926,390.99,0.47,0.34,0.17,0.78,71.9531959412465,0.965,33.83,0.27,0.02,0,1.2,181.230973090112,0.251,0.77,0.38,0.12,-0.06,1.34,196.879019979619,0.949,544.075,1030,4,0.7
nwis_03408500,NEW RIVER AT NEW RIVER, TN,USGS (Powell Center),36.3855,-84.5547,4269,12154450,05,4,292.498214475299,23,28.0416,NWIS field measurements,998.1612,NHDV2_vaa,33.854462186087,0.25207250837791,-135.162369791268,-1.02087421368558,12.4521017917968,7.9134244994456,0.09,0.39,0.28,0.2,0.65,178.307173478633,0.419,-0.37,-0.41,-0.26,0.15,0.77,62.8738128502468,0.741,15.59,0.31,-0.02,-0.02,1.34,203.013050542386,0.911,22.34,0.67,0.56,0.35,0.54,38.8422877929337,0.536,34.08,0.26,0,0.02,1.19,181.027944443953,0.32,2.72,0.45,0.15,-0.16,1.34,191.812793891005,0.876,837.666633333333,899,3,0.82
nwis_03409500,CLEAR FORK NEAR ROBBINS, TN,USGS (Powell Center),36.3883,-84.6302,4269,12154278,05,5,13.2255284288468,18.9,30.9372,NWIS field measurements,706.6737,NHDV2_vaa,126.579434094998,0.876412113206802,-262.914461609254,-1.7658741694896,12.8001948210864,7.8294675872386,0.35,0.42,0.3,0.19,0.97,201.810635692088,0.707,-0.72,-0.45,-0.16,-0.02,1.21,54.7041409098779,0.673,16,0.32,-0.03,-0.04,1.37,205.324629351607,0.873,9.09,0.74,0.62,0.39,0.64,43.7971555105166,0.388,34.97,0.24,-0.01,0.03,1.22,183.843591853776,0.278,2.83,0.42,0.14,-0.17,1.36,195.064869313502,0.851,784.3,358,1,0.98
nwis_03538830,OBED RIVER AT ADAMS BRIDGE NEAR CROSSVILLE, TN,USGS (Powell Center),36.0617,-84.9614,4269,19710659,06,4,58.040663961417,22,25.4508,NWIS field measurements,237.4146,NHDV2_vaa,118.463197213508,0.831200305799646,-318.671173864156,-2.08504206645273,12.707591428224,7.50190673395305,0.32,0.42,0.4,0.29,0.57,75.15578813765,0.332,-0.87,-0.5,-0.52,0.46,0.05,182.41070729914,0.543,14.41,0.29,-0.03,-0.02,1.35,204.184731447986,0.89,5.37,0.69,0.58,0.38,0.54,33.6847528094878,0.624,34.78,0.25,-0.01,0.02,1.19,180.312609250889,0.331,2.58,0.43,0.17,-0.12,1.32,194.569717253672,0.952,852.3,852,3,0.78
nwis_03539778,CLEAR CREEK AT LILLY BRIDGE NEAR LANCING, TN,USGS (Powell Center),36.1031,-84.7183,4269,19710283,06,5,153.525507312666,23.9,9.9822,NWIS field measurements,443.9484,NHDV2_vaa,96.8192301945374,0.578823216613856,-114.879007648567,-0.850124459700856,12.9527750533608,3.73252540904526,0.26,0.36,0.13,0.06,1.01,140.095592792293,0.684,-0.31,-0.4,-0.23,0.12,0.65,5.0983413551584,0.866,15.49,0.31,-0.01,-0.04,1.33,202.846945002287,0.921,7.69,0.68,0.51,0.25,0.69,33.553735744522,0.551,35.44,0.24,0,0.04,1.19,179.969429371709,0.284,2.88,0.38,0.16,-0.12,1.34,191.022109882568,0.936,541.35,627,2,0.86
nwis_04027000,BAD RIVER NEAR ODANAH, WI,USGS (Powell Center),46.4866,-90.6963,4269,1815879,04,5,349.163453516499,16,41.4528,NWIS field measurements,1549.225,NHDV2_vaa,70.6201590230399,0.559476953483654,-205.507037734619,-1.23042468983046,10.7634830204664,7.68536654529338,0.19,0.47,0.27,0.05,1.04,199.344217125321,0.409,-0.56,-0.29,-0.14,0.22,0.44,313.87031562996,0.721,9.94,0.48,0.12,-0.09,1.36,205.750573757621,0.804,22.72,0.41,0.11,-0.06,1.14,49.8836277922771,0.8,29.49,0.31,0.06,-0.02,1.22,171.080741304391,0.154,2.32,0.48,0.31,-0.11,1.25,199.264930388786,0.89,727.3,231,1,0.63
nwis_04040000,ONTONAGON RIVER NEAR ROCKLAND, MI,USGS (Powell Center),46.7208,-89.2071,4269,11947215,04,6,306.388692392767,18.4,27.1272,NWIS field measurements,3471.178,NHDV2_vaa,192.017067783785,1.46949719953619,-592.303758776896,-3.84971788014486,11.0674147402728,6.7724936406595,0.52,0.48,0.23,-0.02,1.18,185.221608185905,0.663,-1.62,-0.29,-0.32,0.22,0.77,332.316180541565,0.789,12.39,0.33,0.02,0.08,1.18,184.003911241135,0.82,28.9,0.39,0.3,0.02,0.88,51.3422406643242,0.748,30.24,0.32,0.06,-0.06,1.29,172.317817681934,0.22,2.39,0.5,0.3,-0.11,1.27,193.84819099066,0.887,767,220,1,0.6
